,keyword,text,lat,long,census,comp,category,LILATracts_1And10,county
15,cake,"""What?

This is obviously just a cake in the shape of a castle with four very non- #phallic -shaped towers. Get your mind out of #thegutter .""

#cakefail  #cakefails @ United States ",40.0,-100.0,20137951700,0.4215,unhealthy,0,20137
16,cake,"Happy birthday dear, keep my cake oo
#Daniebleez #9live #Bleez9live #wwe #rondarousey #wweraw #davido #wizkid #wizkhalifa @ United States ",40.0,-100.0,20137951700,0.8442,unhealthy,0,20137
17,chocolate,Time for dessert. Got to go red for the Cleveland Indians so I went with an all butter pound cake with Kirsch de glazed black cherries topped with white chocolate cheesecake ice ,40.0,-100.0,20137951700,0.0,unhealthy,0,20137
18,dessert,Time for dessert. Got to go red for the Cleveland Indians so I went with an all butter pound cake with Kirsch de glazed black cherries topped with white chocolate cheesecake ice ,40.0,-100.0,20137951700,0.0,unhealthy,0,20137
19,oil,KEEP OIL FREE NORTH IRAQ . ARMINAEN .RUSSIA  SOS SOS CHRISTIANS GENESIDE  WHERE IS  SAFE HAVEN FOR ASSYRIA.  #INDEPENDENCE DAY KNOW TIME TRUE  WAKE UP PEOPLE ,40.0,-100.0,20137951700,0.8402,unhealthy,0,20137
20,oil,"KEEP OIL FREE NORTH IRAQ . SOS SOS 
           MAY GIVE OUR

ASSYRIA LANDS BACK TO 
            SOS HELP SOS 
  UNITED NATIONS PROTECTION 

CHRISTIANS GENESIDE ",40.0,-100.0,20137951700,0.8316,unhealthy,0,20137
21,bacon,"Breakfast stack! 
 A beautiful marriage of kerrygold butter toast, Gouda cheese, bacon, tomatoes and farm fresh eggs.
Someday when it's legal ,infusing these foods with cannabis and I am ",40.0,-100.0,20137951700,0.7901,unhealthy,0,20137
22,butter,"I am inviting you to try this,
This is a AWESOME BODY BUTTER!
I love it for the medicinal properties that is incorporated from the natural oils and more.
It soothes the (RA) Rhuematoid ",40.0,-100.0,20137951700,0.934,unhealthy,0,20137
23,butter,"Breakfast stack! 
 A beautiful marriage of kerrygold butter toast, Gouda cheese, bacon, tomatoes and farm fresh eggs.
Someday when it's legal ,infusing these foods with cannabis and I am ",40.0,-100.0,20137951700,0.7901,unhealthy,0,20137
24,cake,"IT'S A REAL KING'S DAY!  
#birthday #cashapp #money #cake #bday #king #pic #picoftheday #star #nashville #usa #global #networking #artist #grind #humble #life #support #kids #strategy ",40.0,-100.0,20137951700,0.0,unhealthy,0,20137
25,cake,"IT'S A REAL KING'S DAY!  
#birthday #cashapp #money #cake #bday #king #pic #picoftheday #star #nashville #usa #global #networking #artist #grind #humble #life #support #kids #strategy ",40.0,-100.0,20137951700,0.0,unhealthy,0,20137
26,cheese,"Breakfast stack! 
 A beautiful marriage of kerrygold butter toast, Gouda cheese, bacon, tomatoes and farm fresh eggs.
Someday when it's legal ,infusing these foods with cannabis and I am ",40.0,-100.0,20137951700,0.7901,unhealthy,0,20137
27,chocolate,"It's a cookie kind of day! Wait I lie, I have scones in the oven so it's just a baking kind of day! 

1. Snickerdoodle
2. Birthday cookie
3. Chocolate Chip
Pick one or all 3... ",40.0,-100.0,20137951700,0.0,unhealthy,0,20137
28,chocolate,Excited to share the latest addition to my #etsy shop: Chocolate Heart Necklace  @ United States ,40.0,-100.0,20137951700,0.7506,unhealthy,0,20137
29,cookie,"It's a cookie kind of day! Wait I lie, I have scones in the oven so it's just a baking kind of day! 

1. Snickerdoodle
2. Birthday cookie
3. Chocolate Chip
Pick one or all 3... ",40.0,-100.0,20137951700,0.0,unhealthy,0,20137
30,bacon,"She woke up like dis.
Lil bacon.... @ Mark's Melon Patch ",31.70707117,-84.33673269,13273120500,0.3612,unhealthy,0,13273
31,bacon,Drinking a Bacon Bomb by @BrennerBrewing @ Gizmo's Pub  ,43.1255,-88.4912,55133204301,-0.4939,unhealthy,0,55133
32,chocolate,Who doesnt like chocolate sandwich cookies dipped in Belgian chocolate and topped with a chocolate bunny? All Natural Everything! #noartificialflavors #belgianchocolate #bunnies ,43.1105264,-88.49756378,55133204301,0.1734,unhealthy,0,55133
33,bacon,"The humble Bacon, Egg &amp; Cheese; Name a more iconic breakfast trio, Ill wait (jk, who has time to wait?) 
.
.
.
.
.
#foodiegram #eeeeeats #forkyeah #spoonfeed ",40.9683036,-73.71350372,36119008404,-0.4215,unhealthy,0,36119
34,cheese,"The humble Bacon, Egg &amp; Cheese; Name a more iconic breakfast trio, Ill wait (jk, who has time to wait?) 
.
.
.
.
.
#foodiegram #eeeeeats #forkyeah #spoonfeed ",40.9683036,-73.71350372,36119008404,-0.4215,unhealthy,0,36119
35,bacon,"Features item of this evening is a savory pancake from @thegastrogrill : Roasted corn, bacon, chives, pasilla chilis, jack &amp; cheddar, stuffed &amp; topped with Chefs compote ",36.73154844,-119.78807626,06019000600,0.0,unhealthy,0,06019
36,candy,"I literally shared my candy stash with everyone at #FresYes  NEW Vlog is up NOW! #LinkInBio 


#Sharingiscaring #SweetTooth #Fresno #California #Goodvibes #Latina #Mexican #LA ",36.7398,-119.7839,06019000600,0.4003,unhealthy,0,06019
37,chili,"Features item of this evening is a savory pancake from @thegastrogrill : Roasted corn, bacon, chives, pasilla chilis, jack &amp; cheddar, stuffed &amp; topped with Chefs compote ",36.73154844,-119.78807626,06019000600,0.0,unhealthy,0,06019
38,chocolate,"Can of be Friday yet?
too faced Born this way foundation warm beige and bronzer chocolate soleil
@ABHcosmetics dip brow chocolate
@bhcosmetics @daisymarquez_ ",36.7398,-119.7839,06019000600,0.2263,unhealthy,0,06019
39,pancake,"Features item of this evening is a savory pancake from @thegastrogrill : Roasted corn, bacon, chives, pasilla chilis, jack &amp; cheddar, stuffed &amp; topped with Chefs compote ",36.73154844,-119.78807626,06019000600,0.0,unhealthy,0,06019
40,bacon,"Peanut Butter &amp; Jelly &amp; Bacon Sandwich! Target Field Twins Home Opener 2019!

#Twins #TwinsPics #MinnesotaTwins #TwinsBaseball #Baseball #MinnesotaExposure #Minneapolis #minnesota ",44.98166661,-93.27773329,27053126200,0.0,unhealthy,0,27053
41,butter,"Peanut Butter &amp; Jelly &amp; Bacon Sandwich! Target Field Twins Home Opener 2019!

#Twins #TwinsPics #MinnesotaTwins #TwinsBaseball #Baseball #MinnesotaExposure #Minneapolis #minnesota ",44.98166661,-93.27773329,27053126200,0.0,unhealthy,0,27053
42,bacon,Breakfast  #la Jolla #breakfast #bacon #scrambledeggs #orange juice @ The Cottage La Jolla ,32.84342,-117.27498,06073008200,0.0,unhealthy,0,06073
43,chocolate,"Who says you have to go lighter in the spring?!
This beauty can pull off any color but we are loving this shiny chocolate brown.
By Sherri  @TheBelleSirene @ Belle ",32.845530600000004,-117.2729786,06073008200,0.8419,unhealthy,0,06073
44,ice cream,"When life gives you Brexit, eat ice cream  Everything is better with ice cream! Honestly, I dont even know what to say anymore. I think Ive developed a tic to the phrase, Brexit means ",32.84811,-117.27449,06073008200,0.7345,unhealthy,0,06073
45,bacon,"Bacon, mushroom and jack cheese omelet. #foodporn #breakfast #eggs #bacon #cheese #omelet #mushrooms #harryscoffeeshop @ Harry's Coffee Shop ",32.84143518,-117.27245302,06073008200,0.0,unhealthy,0,06073
46,cheese,"Bacon, mushroom and jack cheese omelet. #foodporn #breakfast #eggs #bacon #cheese #omelet #mushrooms #harryscoffeeshop @ Harry's Coffee Shop ",32.84143518,-117.27245302,06073008200,0.0,unhealthy,0,06073
47,chips,"Can I get the three lil pigs hash but with just one pig, bacon, burnt to its mist cancer causing? And, yes, @maddyadams3 ordered what looks like dirt, asbestos chips and MD20/20 Berry ",32.84618,-117.27265,06073008200,-0.5267,unhealthy,0,06073
48,bacon,"Thursdays Dinner Feature is a Dream Chicken Sandwich (mushrooms, Provolone Cheese, Bacon, Lettuce, Tomato and Mayo) with 1 side for $12 #thepig  #dreamchicken #springhassprung @ Three ",37.39586,-79.91054,51023040302,0.25,unhealthy,0,51023
49,cheese,"Thursdays Dinner Feature is a Dream Chicken Sandwich (mushrooms, Provolone Cheese, Bacon, Lettuce, Tomato and Mayo) with 1 side for $12 #thepig  #dreamchicken #springhassprung @ Three ",37.39586,-79.91054,51023040302,0.25,unhealthy,0,51023
50,bacon,"A BBQ bacon cheddar burger with a side of fried pickles.

#smashburger @ Smashburger ",28.55307472,-81.34321064,12095018400,0.0,unhealthy,0,12095
51,burger,"A BBQ bacon cheddar burger with a side of fried pickles.

#smashburger @ Smashburger ",28.55307472,-81.34321064,12095018400,0.0,unhealthy,0,12095
52,bacon,"We dont always have bacon and eggs...  

#donutswithdad #daddysgirls @ Daylight donut Carthage, MO ",37.17525,-94.31417,29097011600,0.0,unhealthy,1,29097
53,donut,"We dont always have bacon and eggs...  

#donutswithdad #daddysgirls @ Daylight donut Carthage, MO ",37.17525,-94.31417,29097011600,0.0,unhealthy,1,29097
54,bacon,"When you bring home the bacon ! #sale #discounted #pride #joke #money #saver #bacon #hollywood #actor #actorslife #losangels .
.
.
.
.
#industry #movie #tv #socal #theater #jaccandles ",34.1692,-118.3429,06037311500,0.0,unhealthy,0,06037
55,cake,"Have an event coming up? Whether it be a birthday, Cince, baby shower, wedding or just because, book @_CIgne_ for all your dessert needs. Single cake to full dessert table set up, ",34.1692,-118.3429,06037311500,0.0,unhealthy,0,06037
56,dessert,"Have an event coming up? Whether it be a birthday, Cince, baby shower, wedding or just because, book @_CIgne_ for all your dessert needs. Single cake to full dessert table set up, ",34.1692,-118.3429,06037311500,0.0,unhealthy,0,06037
57,bacon,"Today's chef special is The Meat Saucy Pizza! Garlic olive oil base to the bone, Parmesan, red wine meat sauce, whole milk mozzarella, bacon and topped with fresh basil!!! #yeastybeasty ",44.848406,-123.236942,41053020304,0.7326,unhealthy,1,41053
58,bacon,"Today's chef special is Blue's Hot Ham Pizza! Garlic blue cheese base, cheese, roasted jalapeos, Canadian bacon, topped with a hot honey drizzle and blue cheese crumbles. #yeastybeasty ",44.848406,-123.236942,41053020304,0.4574,unhealthy,1,41053
59,cheese,"Today's chef special is Blue's Hot Ham Pizza! Garlic blue cheese base, cheese, roasted jalapeos, Canadian bacon, topped with a hot honey drizzle and blue cheese crumbles. #yeastybeasty ",44.848406,-123.236942,41053020304,0.4574,unhealthy,1,41053
60,cheese,"Today's chef special is The Dead Guy Delight! Garlic pizza sauce base, cheese, olives, @rogueales Dead Guy braised sausage onions and mushrooms, topped with goat cheese and scallions. ",44.848406,-123.236942,41053020304,-0.5093,unhealthy,1,41053
61,oil,"Today's chef special is The Meat Saucy Pizza! Garlic olive oil base to the bone, Parmesan, red wine meat sauce, whole milk mozzarella, bacon and topped with fresh basil!!! #yeastybeasty ",44.848406,-123.236942,41053020304,0.7326,unhealthy,1,41053
62,pizza,"Today's chef special is The Meat Saucy Pizza! Garlic olive oil base to the bone, Parmesan, red wine meat sauce, whole milk mozzarella, bacon and topped with fresh basil!!! #yeastybeasty ",44.848406,-123.236942,41053020304,0.7326,unhealthy,1,41053
63,pizza,"Today's chef special is Blue's Hot Ham Pizza! Garlic blue cheese base, cheese, roasted jalapeos, Canadian bacon, topped with a hot honey drizzle and blue cheese crumbles. #yeastybeasty ",44.848406,-123.236942,41053020304,0.4574,unhealthy,1,41053
64,bacon,"Today's #chefspecial is Steve's Southwest Chipotle! Crispy bacon, red onions, jalapeos, and black beans all on a chipotle sauce base. #yeastybeasty #craftpizza #instafood #chipotle ",44.848406,-123.236942,41053020304,0.0,unhealthy,1,41053
65,pizza,"Today's #chefspecial is the Sweet and Spicy Hazzelhoff Pizza! Herbed Chicken marinated in @barleybrowns David Hazzlehoff IPA, red onions, pineapple, jalapeos and green onions with a sweet ",44.848406,-123.236942,41053020304,0.7424,unhealthy,1,41053
66,pizza,"Today's #chefspecial is the Spinach Artichoke Dip Pizza! Sausage, red onions, and spinach topped with dollops of creamy artichoke dip! #yeastybeasty #yum #craftpizza #instafood ",44.848406,-123.236942,41053020304,0.0,unhealthy,1,41053
67,bacon,"Is that a bacon cheeseburger between two Krispy Kreme donuts? Why yes it is.

#foodie #foodporn #bbq #barbecue #burger #donuts #atlanta #atl #traveler #roadlife #travel ",33.93415332,-84.33828294,13089021215,0.4019,unhealthy,0,13089
68,burger,"Is that a bacon cheeseburger between two Krispy Kreme donuts? Why yes it is.

#foodie #foodporn #bbq #barbecue #burger #donuts #atlanta #atl #traveler #roadlife #travel ",33.93415332,-84.33828294,13089021215,0.4019,unhealthy,0,13089
69,cheeseburger,"Is that a bacon cheeseburger between two Krispy Kreme donuts? Why yes it is.

#foodie #foodporn #bbq #barbecue #burger #donuts #atlanta #atl #traveler #roadlife #travel ",33.93415332,-84.33828294,13089021215,0.4019,unhealthy,0,13089
70,bacon,"Wrapping up some batches of our sweet &amp; spicy Candied Bacon!
.
.
.
#beefjerky #beef #steak #bacon #candiedbacon #fresh #madetoorder #beer #brewery #craftbeer #localbrew #localbeer ",39.044,-77.4874,51107611014,0.5093,unhealthy,0,51107
71,bacon,"What a busy night/morning!
.
We have three pounds of Jerkin' Jerky heading to Vienna for local delivery. (Original, Old Bay, &amp; Lemon Pepper), as well as three pounds of Candied Bacon.
.
A ",39.044,-77.4874,51107611014,0.3382,unhealthy,0,51107
72,bacon,"Our sweet &amp; spicy Candied Bacon dry rubbed in brown sugar &amp; spices awaiting some molases and a trip to the air fryer.
.
This order will be enjoyed during a company's bourbon tasting! ",39.044,-77.4874,51107611014,0.7644,unhealthy,0,51107
73,bacon,"We're working on ten pounds worth of orders, as well as some samples which hopefully you'll hear more about soon! 
.
.
.
#beefjerky #beef #steak #bacon #candiedbacon #fresh ",39.044,-77.4874,51107611014,0.7177,unhealthy,0,51107
74,sugar,"Our sweet &amp; spicy Candied Bacon dry rubbed in brown sugar &amp; spices awaiting some molases and a trip to the air fryer.
.
This order will be enjoyed during a company's bourbon tasting! ",39.044,-77.4874,51107611014,0.7644,unhealthy,0,51107
75,bacon,"Recording with @JustinBizzarro soon for their podcast!
.
Stay tuned!
.
.
.
#beefjerky #beef #steak #bacon #candiedbacon #fresh #madetoorder #beer #brewery #craftbeer #localbrew #localbeer ",39.044000000000004,-77.4874,51107611014,0.0,unhealthy,0,51107
76,bacon,"When youre asked to make a crazy, farewell cake for someone who likes to push the limits in their own kitchen with interesting flavor combinations, you make a maple-bacon cake!! Good ",38.9936099,-77.09015,24031705000,0.7639,unhealthy,0,24031
77,cake,"When youre asked to make a crazy, farewell cake for someone who likes to push the limits in their own kitchen with interesting flavor combinations, you make a maple-bacon cake!! Good ",38.9936099,-77.09015,24031705000,0.7639,unhealthy,0,24031
78,bacon,"An eggs-traordinary brunch! A classic eggs benedict - grilled Canadian bacon, english muffin, hollandaise, and house fries || @TheSmithNYC #thesmithnyc || #tastethisnyc @ The Smith ",40.73097,-73.9884,36061004000,0.0,unhealthy,0,36061
79,muffin,"An eggs-traordinary brunch! A classic eggs benedict - grilled Canadian bacon, english muffin, hollandaise, and house fries || @TheSmithNYC #thesmithnyc || #tastethisnyc @ The Smith ",40.73097,-73.9884,36061004000,0.0,unhealthy,0,36061
80,ramen,"Excuse me sir, there are Truffles on my Rice Cakes. #momofukunoodlebar @momofuku - Truffle Rice Cakes, Spicy Beef Ramen, Roasted Brussels Sprouts. What a lunch! #foodiemagician ",40.729194,-73.98441,36061004000,0.1511,unhealthy,0,36061
81,cereal,"Cereal milk soft serve and lattes. Yes, please. #milkbarnyc #cerealmilk @ Momofoku Milk Bar ",40.731615999999995,-73.9855,36061004000,0.6124,unhealthy,0,36061
82,ramen,"I'm at Tatsu Ramen in New York, NY ",40.72902615,-73.98434553,36061004000,0.0,unhealthy,0,36061
83,bacon,"Everythings better with bacon  
#iggysboardwalk #bacon #baconburger #foodie #warwick @ Iggy's Boardwalk Lobster &amp; Clam Bar ",41.684746,-71.398268,44003021700,0.4404,unhealthy,0,44003
84,pasta,"The sun is shining at Iggys BOARDWALK. Grab a bite by the bay.
#iggysboardwalk #warwick #shrimp #pasta #scampi #humpday #sunshine #foodie @ Iggy's Boardwalk Lobster &amp; Clam Bar ",41.684746,-71.398268,44003021700,0.0,unhealthy,0,44003
85,butter,"Ooohh  Emmm Geee!!!
.
Reeses Peanut Butter Cheesecake ~Peanut Butter and decadent chocolate at its best with a Oreo cookie crust topped with chopped Reese's peanut butter cup ",41.684746000000004,-71.398268,44003021700,0.7249,unhealthy,0,44003
86,chocolate,"Ooohh  Emmm Geee!!!
.
Reeses Peanut Butter Cheesecake ~Peanut Butter and decadent chocolate at its best with a Oreo cookie crust topped with chopped Reese's peanut butter cup ",41.684746000000004,-71.398268,44003021700,0.7249,unhealthy,0,44003
87,cookie,"Ooohh  Emmm Geee!!!
.
Reeses Peanut Butter Cheesecake ~Peanut Butter and decadent chocolate at its best with a Oreo cookie crust topped with chopped Reese's peanut butter cup ",41.684746000000004,-71.398268,44003021700,0.7249,unhealthy,0,44003
88,bacon," HOT PRICE  Who doesnt love bacon!?Tyson Thick Cut or Regular Hickory Bacon 16 oz. As Advertised 2/$5.00 till April 09 (Available at Wahiawa; Hauula or Kalaeloa)
-
#tamuras #bacon ",21.5026,-158.023,15003009300,-0.6966,unhealthy,0,15003
89,bacon,"@LeftCoastWS - Left Coast is the best Coast! Thursday brekkie; the bacon didnt last....
#santarosa #leftcoastwholesale #hydroponics @ Left Coast Wholesale ",38.4222794,-122.7867126,06097153005,0.6696,unhealthy,0,06097
90,burrito,@Kojima_Hideo I hate Mexican food. But only like Carne Asada Burrito and Horchata from Alertos in Orange County.,38.43257679,-122.76106436,06097153005,-0.296,unhealthy,0,06097
91,bacon,"What was once a secret off menu item is now a staple!

Say hello to...

DRY-AGED PATTY MELT
Caramelized Onion | House Smoked Bacon | Gruyere | Rye Bun

Our ",40.72343,-73.95073000000002,36047056900,0.0,unhealthy,0,36047
92,butter,"We will be running some Sunday Specials again today from noon!

BISCUITS &amp; GRAVY
Fried Chicken | Honey Butter | Slow Cooked Egg | Scallion

There is truly no better cure ",40.72343,-73.95073000000001,36047056900,0.5983,unhealthy,0,36047
93,fried chicken,"We will be running some Sunday Specials again today from noon!

BISCUITS &amp; GRAVY
Fried Chicken | Honey Butter | Slow Cooked Egg | Scallion

There is truly no better cure ",40.72343,-73.95073000000001,36047056900,0.5983,unhealthy,0,36047
94,bacon,"No cream yet, but theres (turkey) bacon  u. PS)  cream is coming. BEST. MORNING. NOTE. From the best wife in the world, who knows that my morning coffee without half and half is ",45.59196,-111.19707,30031001200,0.9337,unhealthy,0,30031
95,bacon,"That? Was called a good lunch. Chicken sausage, broccoli and mushrooms cooked in bacon fat and seasoned w goyafoods Adobo. .
.
.
So good I forgot to take a before pic  
.
#yumm #keto ",39.3816,-77.4328,24021751002,0.7003,unhealthy,0,24021
96,bacon,My favorite meal on Sunday.... bilinskisausage chicken and mushroom sausage...broccoli...mushrooms....spinach cooked in bacon fat. So filling and so yummy. Now to finish my ,39.3816,-77.4328,24021751002,0.8109,unhealthy,0,24021
97,bacon,"Ok folks! Its #bacon Saturday! I hope yall celebrate responsibly! 
.
Dont worry this is not all for me...or is it?
.
.
.
#keto #ketodiet #ketobreakfast #yumm #foodie #baconbacon ",39.3816,-77.4328,24021751002,0.9018,unhealthy,0,24021
98,bacon,"Start your Friday Eve off with a Salted Caramel Spiked Coffee &amp; B.A.E. (bacon  &amp; deviled eggs ) 
  readbetweenthelattes @ Lulu's Allston ",42.35509414,-71.13427906,25025000802,-0.3818,unhealthy,0,25025
99,caramel,"Start your Friday Eve off with a Salted Caramel Spiked Coffee &amp; B.A.E. (bacon  &amp; deviled eggs ) 
  readbetweenthelattes @ Lulu's Allston ",42.35509414,-71.13427906,25025000802,-0.3818,unhealthy,0,25025
100,burger,"EVERY Friday night is burger night @lulusallston 

.
.
.
.
#bostonchef #bostonfood #bostonfoodie #yougottaeatthis #eastcoastfoodie #foodie #comfortfood #choppedchef #nomnom ",42.35509414,-71.13427906,25025000802,0.0,unhealthy,0,25025
101,cheese,"Some good laughs, good grilled cheese, good (happy) cries and not so good fries with these lovely ladies! @ Roxy's Grilled Cheese ",42.353812100000006,-71.1372109,25025000802,0.945,unhealthy,0,25025
102,bacon,"[Hookers Grill - Fort Worth, TX] Oklahoma Onion Burger - Two all beef patties smashed with thinly sliced white onion, American cheese, crispy bacon, yellow mustard, pickles. @ ",32.7887,-97.3511599,48439100300,0.2263,unhealthy,0,48439
103,burger,"[Hookers Grill - Fort Worth, TX] Oklahoma Onion Burger - Two all beef patties smashed with thinly sliced white onion, American cheese, crispy bacon, yellow mustard, pickles. @ ",32.7887,-97.3511599,48439100300,0.2263,unhealthy,0,48439
104,cheese,"[Hookers Grill - Fort Worth, TX] Oklahoma Onion Burger - Two all beef patties smashed with thinly sliced white onion, American cheese, crispy bacon, yellow mustard, pickles. @ ",32.7887,-97.3511599,48439100300,0.2263,unhealthy,0,48439
105,bacon,Testkitchen has some great recipes that you have to check out. Did someone say bacon?!!!!  ,42.3913044,-71.5687325,25017322400,0.7405,unhealthy,0,25017
106,ice cream,Delivery day and also my birthday.. so it was essential to grab a scoop of local ice cream during a delivery to newcitymicrocreamery #deliveryday #localdairy #localmilk #locallynn ,42.3914185,-71.5693665,25017322400,0.1531,unhealthy,0,25017
107,cheese,Delicious Brazilian bites this Saturday anyone??? SAY PU - The Brazilian Bite for Cheese Lovers!  ,42.390950200000006,-71.56676879999999,25017322400,0.7269,unhealthy,0,25017
108,bacon,"Today's Lunch Special is a Turkey Club - Sliced turkey breast, bacon, cheddar, lettuce, tomato, and mayo piled high on three slices of Texas toast. Served with your choice of fries, house ",38.68147554,-90.49552155,29189215105,0.4019,unhealthy,0,29189
109,bacon,Come by and meet BLove and hear him sing and dance to Feel Like Bacon Love on Sunday at the Market 11-2:00 @ Pauls Kitchen &amp; Cullen-ary Company ,38.7192,-75.17258000000002,10005051004,0.7717,unhealthy,0,10005
110,bacon,"On the board: Pastrami Rubbed Turkey, @nueskes bacon, Swiss, 1000 Island slaw. @ Blue Oak BBQ ",29.98054,-90.0938199,22071004600,0.4767,unhealthy,0,22071
111,cheese,"On the board: chili cheese hot dog with a @nueskes wiener, house chili, cheddar, mustard, onions. @ Blue Oak BBQ ",29.98054,-90.0938199,22071004600,0.0,unhealthy,0,22071
112,chili,"On the board: chili cheese hot dog with a @nueskes wiener, house chili, cheddar, mustard, onions. @ Blue Oak BBQ ",29.98054,-90.0938199,22071004600,0.0,unhealthy,0,22071
113,bacon,Gluten Free Bacon &amp; Swiss individual quiche today. Not to late for our regular Bacon &amp; Swiss quiche. Perfect place to Come in and enjoy the rain! #quiche #glutenfreequiche #rainyday ,40.09707,-99.36294,31083964200,0.8883,unhealthy,0,31083
114,dessert,Little Pineapple Upside-Down Cakes available today! Tomorrow we will be trying the gluten-free version Light and fresh with homemade whip! #dessert #pineappleupsidedowncake #homemade ,40.09707,-99.36294,31083964200,0.4374,unhealthy,0,31083
115,bacon,"I had to blow my diet on a croissant today. I walk in and see this amazing looking #CarrotCake here at #VillageBakingCo on #LowerGreenville. They make a jalapeo, bacon croissant that is ",32.814097600000004,-96.7703249,48113001002,0.6705,unhealthy,0,48113
116,pizza,"Good evening Dallas
.
#pizza #sohungry #finallydinner @ Greenville Avenue Pizza Company -GAPCo ",32.814151300000006,-96.7703249,48113001002,0.4404,unhealthy,0,48113
117,bacon,Craving these delicious dates wrapped in bacon? come by today for this Tapa and many more! @ Emilio's Tapas Restaurant ,41.86349000000001,-87.88493000000003,17031818401,0.6114,unhealthy,0,17031
118,bacon,Whats shakin bacon #hotdog #bacon #cheese #cheesedog #fries #cleaneating #chicago #chicagofood #food #foodgangsta #foodporn @ Wayback Burgers ,41.84706720000001,-87.9685652,17043844501,0.0,unhealthy,0,17043
119,cheese,Whats shakin bacon #hotdog #bacon #cheese #cheesedog #fries #cleaneating #chicago #chicagofood #food #foodgangsta #foodporn @ Wayback Burgers ,41.84706720000001,-87.9685652,17043844501,0.0,unhealthy,0,17043
120,hotdog,Whats shakin bacon #hotdog #bacon #cheese #cheesedog #fries #cleaneating #chicago #chicagofood #food #foodgangsta #foodporn @ Wayback Burgers ,41.84706720000001,-87.9685652,17043844501,0.0,unhealthy,0,17043
