,keyword,text,lat,long,census,comp
42,albertsons,"Don't submit then quit. Apply for jobs like ""Universal Banker 1 NMLS - Port Orchard Albertsons (36 hrs)"" at U.S. Bank, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio.",47.54037320000001,-122.6362492,53035092200,0.6249
43,albertsons,"Don't be shy. Score a job like ""Universal Banker 3 NMLS - N Lake Elsinore Albertsons (35 hrs) Bilingual Spanish Preferred"" at U.S. Bank by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #branchbanking #LakeElsinore, CA",33.668077200000006,-117.3272615,6065043001,0.8095
44,albertsons,"Unplanned third stop... (@ Albertsons in Bakersfield, CA) ",35.29664810000001,-119.0412976,6029003114,0.0
45,ralphs,"My #breakfast tomorrow morning is about to be poppinliterally!  Thanks, marshmello82 (aka Martika) for the heads up! #GetIntoIt #CerealAddict  @ Ralphs ",34.157570799999995,-118.489555,6037139701,0.5399
46,ralphs,I could kill you all.... @ Ralphs ,33.95594264,-117.33221765,6065042206,-0.6908
47,ralphs,"I'm at Ralphs in Long Beach, CA ",33.7609644,-118.11609759,6037577604,0.0
48,ralphs,"I'm at Ralphs in Los Angeles, CA ",33.95816915,-118.41858387,6037276604,0.0
49,ralphs,"I'm at Ralphs in Tustin, CA ",33.7294222,-117.7901239,6059052524,0.0
50,ralphs,"I'm at Ralphs in Rancho Santa Margari, CA  ",33.65048394,-117.58214944,6059032051,0.0
51,ralphs,"I'm at Ralphs in Los Angeles, CA ",33.95816915,-118.41858387,6037276604,0.0
52,ralphs,"I'm at Ralphs in Orange, CA ",33.78888465,-117.86832361,6059076101,0.0
53,ralphs,"I'm at Ralphs in West Hollywood, CA ",34.076679299999995,-118.3890933,6037700400,0.0
54,ralphs,No one is rather spend the 2 year anniversary with @ Rotten Ralphs ,39.9485141,-75.14419090000001,42101000100,-0.6705
55,ralphs,Nectarina67: Incidente en Juncos frente a Ralphs y debajo del puente en la salida 14 ( frente a la funeraria Flores).   Presencia pol,18.4372239,-66.0041483,72031980003,0.0
56,ralphs,"I'm at Ralphs in Orange, CA ",33.78888465,-117.86832361,6059076101,0.0
57,ralphs,"Getting groceries (@ Ralphs in Mission Viejo, CA) ",33.5973574,-117.6564222,6059032020,0.0
58,ralphs,"I'm at Ralphs in Los Angeles, CA ",33.95816915,-118.41858387,6037276604,0.0
59,kroger,"Want to work at Kroger? We're hiring in #Wylie, TX! Click the link in our bio for details on this job and more: Certified Pharmacy Technician #Pharmaceutical",33.009282,-96.5750022,48085031309,0.5893
60,kroger,"Nervous to apply for a job like ""National Account Manager, Kroger and Harris Teeter"" at Sanofi? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Marketing #Cincinnati, Ohio",39.1031182,-84.5120196,39061000700,0.4215
61,kroger,"I'm at @Kroger in Indianapolis, IN ",39.77396705,-86.162575,18097391000,0.0
62,kroger,"Click the link in our bio to see currently open #Retail jobs like ""Kroger Retail Clerk 1 1"" at Kroger in #Houston, TX.",29.674799199999995,-95.291058,48201332600,0.694
63,kroger,"I'm at Kroger in Humble, TX ",30.0064776,-95.2811112,48201240902,0.4995
64,kroger,"We're hiring! Click to apply: In Store Branch Manager NMLS 1 - Branch Hill Guinea Pike Kroger -  #branchbanking #Loveland, OH",39.2689476,-84.263826,39061024303,0.0
65,kroger,"Want to land a job like ""Universal Banker 1 NMLS (20hr) Galloway Kroger - OH"" at U.S. Bank? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #branchbanking #Galloway, OH",39.913345,-83.162972,39049008161,0.4215
66,kroger,"I'm at @Kroger in Humble, TX ",29.97893339,-95.21506996,48201250302,0.4995
67,kroger,"Can you recommend anyone for this job? Kroger Retail Clerk 1 1 -  #Retail #TheColony, TX",33.063180100000004,-96.8895587,48121021625,0.694
68,kroger,"I'm at @Kroger in Murrells Inlet, SC ",33.5840994,-79.0130068,45051051302,0.0
69,kroger,WHAT...IS...THIS?! I think I might need this...JUST to make them into little piggies! #needlessstuff #weirdstuffatthegrocerystore #gottahaveit @ Kroger ,37.50446681,-77.66368821,51041100928,0.0
70,kroger,"I'm at @Kroger in Dallas, TX ",32.7258081,-96.8327998,48113006200,0.4995
71,kroger,Found some Unicorn Swirl Ice Cream! #munchies @ Kroger ,39.35122788,-84.36329827,39017011111,0.0
72,kroger,"I'm at @Kroger in Dallas, TX ",32.7258081,-96.8327998,48113006200,0.4995
73,kroger,"Want to work at Kroger? We're hiring in #GrandPrairie, TX! Click the link in our bio for details on this job and more: Certified Pharmacy Technician #Pharmaceutical",32.708172999999995,-97.0009619,48113016407,0.5893
74,kroger,"I'm at @Kroger in Monroe, MI ",41.9086474,-83.4060364,26115832200,0.0
75,kroger,"Nervous to apply for a job like ""Kroger Retail Clerk 1 1"" at Kroger? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Retail #Friendswood, TX",29.5354714,-95.2057094,48167720100,0.7213
76,kroger,"I'm at Kroger Landings in Blue Ash, OH ",39.24329508,-84.38833409,39061023501,0.0
77,kroger,"Shopping (@ Kroger in League City, TX) ",29.4886914,-95.1136129,48167720502,0.0
78,kroger,"See our latest #Cincinnati, Ohio #Marketing job opportunity and click the link in our bio to apply: National Account Manager, Kroger at Sanofi",39.1031182,-84.5120196,39061000700,0.4215
79,kroger,"I'm at @Kroger in Indianapolis, IN ",39.77396705,-86.162575,18097391000,0.0
80,kroger,"This job is now open at Kroger in #LittleElm, TX. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Certified Pharmacy Technician #Pharmaceutical",33.170534499999995,-96.8912347,48121020112,0.694
81,kroger,"I'm at @Kroger in Blue Ash, OH ",39.2269997,-84.3980469,39061023501,0.0
82,kroger,"This job is now open at Kroger in #Bryan, TX. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Pharmacy Clerk #Pharmaceutical",30.673803000000003,-96.3362907,48041000101,0.694
83,kroger,"I'm at @Kroger in Cincinnati, OH ",39.2714266,-84.32597120000001,39061024322,0.0
84,kroger,Whatever they did this year this is so much better than last years. Fantastic! Awesome coconut! - Drinking a Coconut Quad by @LCCB_FarmBrews at @kroger   ,37.6529,-77.6255,51087200121,0.9093
85,kroger,Probably the best session ipa Ive had. Fantastic. Juicy and hoppy and easy drinking. - Drinking a Spring IPA by @peakbrewing at @kroger   ,37.6529,-77.6255,51087200121,0.8934
86,kroger,"Kroger is hiring in #Houston, TX! Read about our latest #Pharmaceutical job opening via the link in our bio: Certified Pharmacy Technician",29.7711345,-95.5992313,48201450300,0.5461
87,kroger,"Every year, @kroger has a $5 goodie bag sale to benefit ArtsWave. Big thanks to our corporate partners for original ideas like this one! #WeAreTheArts @ Kroger ",39.10667815,-84.51406562,39061000700,0.8748
88,kroger,"I'm at @Kroger in Humble, TX ",30.00105855,-95.16088934,48201250800,0.4995
89,kroger,"Gotta get teriyaki (@ Kroger Marketplace in Royal Oak, MI)  ",42.5024646,-83.1191537,26125183900,0.0
90,kroger,"We love these Hear, Speak, Say No Evil #rabbits at #Kroger . #krogerdeals #krogereaster #Easter #easterdecor #MeetTheiT2s #iThinkersAcademyofGiftedness #picofday ",32.90815265,-96.74501195,48113007810,-0.34
91,kroger,"Looking to score a job at Kroger? You're in luck. Click the link in our bio for the job description and information on how to apply: Certified Pharmacy Technician #Pharmaceutical #Keller, TX",32.932241600000005,-97.230398,48439113911,0.7378
92,kroger,"You never know where you will see a taste if home, ellsworthcreamery  @ Kroger ",29.51939286,-95.07538358,48167721201,0.0
93,kroger,"I'm at @Kroger in Dallas, TX ",32.7258081,-96.8327998,48113006200,0.4995
94,kroger,Its the most wonderful day of the year for #oberon fans! Happy #OberonDay to all! #Cheers #bellsbrewery #michiganbeer #tasteofsummer #drinkmibeer @ Kroger ,42.46018216,-82.88359632,26099252000,0.851
95,kroger,En El Supermercado con RPMUNDO/In the Grocery with RPMUNDO #rpmundo #rpmundofood #rpmundocomida #igtvrpmundo #thelifeofrpmundo #krogerdeal #kroger #shopandgo #scanandgo #sun7 ,36.9817,-86.4444,21227010500,0.0
96,kroger,"I'm at @Kroger in Chamblee, GA ",33.8840304,-84.24774520000003,13089021705,0.0
97,kroger,"Career tip for landing jobs like ""Kroger Retail Clerk 1 1"" in #LakeCharles, LA. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #Retail",30.212427,-93.2128091,22019000800,0.7717
98,kroger,"This job is now open at Kroger in #Beaumont, TX. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Pharmacy Manager - #328 Beaumont #Pharmaceutical",30.0836272,-94.1422697,48245001301,0.694
99,kroger,"Don't submit then quit. Apply for jobs like ""Kroger Retail Clerk 1 1"" at Kroger, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio. #Retail #Alexandria, LA",31.2824097,-92.476566,22079012400,0.6249
100,kroger,"Join the Kroger team! See our latest job opening here:  #Pharmaceutical #TexasCity, TX",29.3935005,-94.9494572,48167721900,0.6932
101,kroger,"Don't submit then quit. Apply for jobs like ""Certified Pharmacy Technician"" at Kroger, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio. #Pharmaceutical #Mesquite, TX",32.771688899999994,-96.6005307,48113017704,0.8091
102,kroger,"I get my Samsung Galaxy Wireless Earbuds tomorrow, free with my S10+ Pre-Order.  Should I do a tech review on these, and how they compare to both the AKG headphones and my Bose? @ Kroger ",42.44977194,-82.9159077,26163551300,0.5106
103,kroger,Drinking a Speed Merchant by @platformbeers @ Kroger Wine &amp; Growler Bar Bg  ,41.3914,-83.6494,39173022500,0.0
104,kroger,"Happy Spring yall! ...okay I know Im a few days late, but rainy Mondays call for fresh flowers!
-
Heres a #smartshopping tip for you:  While at @kroger check out their discounted ",39.45419091,-84.18213261,39165031200,0.6941
105,kroger,"Kroger is looking for teammates like you. See our latest #Pharmaceutical job openings, including ""Certified Pharmacy Technician"", via the link in our bio. #Angleton, TX",29.1834937,-95.4308597,48039662200,0.694
106,kroger,"Can you recommend anyone for this job? Peak Time Teller (19hrs; Evenings, Weekends &amp; Holidays) - Austin Landing Kroger - Miamisburg, OH -  #Teller #BankBranch",39.64283620000001,-84.2866083,39113050402,0.3612
107,kroger,Drinking a Kentucky Breakfast Stout (KBS) (2019) by @foundersbrewing @ Kroger Wine &amp; Growler Bar Bg  ,41.3914,-83.6494,39173022500,0.1779
108,kroger,"Want to work at Kroger? We're hiring in #Midlothian, TX! Click for details:  #Pharmaceutical",32.4347226,-96.9989879,48139060801,0.5893
109,kroger,"We're hiring in #FortWorth, TX! Click the link in our bio to apply to this job and more: Certified Pharmacy Technician at Kroger #Pharmaceutical",32.704488500000004,-97.3610248,48439104201,0.5461
110,kroger,"Thanks to @kroger for gifting our Lorraine a cute pink balloon  to enhance the shopping experience. #shoppinggoals #balloon #Kroger @ Nashville, Tennessee ",36.165,-86.78388889,47037019500,0.7096
111,kroger,"We're hiring in #Denton, TX! Click the link in our bio to apply to this job and more: Certified Pharmacy Technician at Kroger #Pharmaceutical",33.232038800000005,-97.1377044,48121020402,0.5461
112,kroger,"Im finally turned 18 on Saturday!! Im a legal adult now!! Now I can scan all the alcohol at #kroger and have fun!! #18 #birthday #legaladult @ Powell, Ohio ",40.1583,-83.0742,39041011423,0.7156
113,kroger,"Interested in a job in #Spring, TX? This could be a great fit. Click the link in our bio to apply: Certified Pharmacy Technician at Kroger #Pharmaceutical",30.0400749,-95.486668,48201553500,0.9106
114,kroger,"Don't be shy. Score a job like ""Certified Pharmacy Technician"" at Kroger by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #Pharmaceutical #Plano, TX",33.0474265,-96.8314678,48085031645,0.8903
115,kroger,"Don't be shy. Score a job like ""Certified Pharmacy Technician"" at Kroger by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #Pharmaceutical #Bryan, TX",30.673803000000003,-96.3362907,48041000101,0.8903
116,kroger,"Nervous to apply for a job like ""Certified Pharmacy Technician"" at Kroger? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Pharmaceutical #Houston, TX",29.7732316,-95.3898652,48201510200,0.7213
117,kroger,"I'm at Kroger Landings in Blue Ash, OH ",39.24329508,-84.38833409,39061023501,0.0
118,kroger,"I'm at @Kroger in Flowery Branch, GA ",34.1074732,-83.8756029,13139001605,0.0
119,kroger,"Need to get home and unpack but Shipting is so addictive!  Last one! (at @Kroger in Dallas, TX)  ",32.865577,-96.7015448,48113013005,0.0
120,kroger,"Harvesting lavender for soap, shampoo and lotion bars ! Got this lovely plant at Kroger recently. Excited to re-plant it and rosemary we got too. Smells so ",33.7497,-84.3664,13121003200,0.8016
121,kroger,"I'm at @Kroger in Pearland, TX ",29.5825474,-95.3898638,48039660602,0.4995
122,kroger,"Only Shipt shop this weekend. Ive been busy moving.  (at @Kroger in Dallas, TX)  ",32.8383822,-96.7709681,48113000300,0.0
123,kroger,Going to miss $3 scofflawbeer when I move. @ Kroger ,33.85633963,-84.34472879,13089021102,-0.1531
124,kroger,"Want to land a job like ""Certified Pharmacy Technician"" at Kroger? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Pharmaceutical #Henderson, TX",32.1291625,-94.808289,48401950900,0.7213
125,kroger,"Just when you thought you'd seen it all...

#MarshmallowPeeps @ Kroger ",33.439139399999995,-84.58838077,13113140207,0.0
126,kroger,"Want to work at Kroger? We're hiring in #Sulphur, LA! Click the link in our bio for details on this job and more: Kroger Retail Clerk 1 1 #Retail",30.226542,-93.3610515,22019003000,0.1511
127,kroger,"See our latest #Katy, TX #Pharmaceutical job opportunity and click the link in our bio to apply: Pharmacy Technician at Kroger",29.7367175,-95.8101692,48157673101,0.7213
128,kroger,"I'm at Kroger Fuel Center in Newnan, GA ",33.37730138,-84.75376996,13077170306,0.0
129,kroger,"Quick stop (at @Kroger in Flowery Branch, GA) ",34.1074732,-83.8756029,13139001605,-0.296
130,kroger,"I'm at Kroger Fuel Center in Dallas, TX  ",32.863818800000004,-96.7001051,48113012900,0.4995
131,kroger,"I'm at @Kroger in South Bend, IN ",41.63051634,-86.23199121,18141003200,0.0
132,kroger,"Look at what I saw in the parking lot of the Kroger at Kirby and Quince! #google @ Memphis, Tennessee ",35.1426,-90.0524,47157004200,0.0
133,kroger,"I'm at Kroger Fuel Center in Stockbridge, GA ",33.550700899999995,-84.27253538,13063040616,0.0
134,kroger,"I'm at @Kroger in Stockbridge, GA  ",33.550380600000004,-84.27191811,13063040616,0.0
135,kroger,"Krag'wa (at @Kroger in Louisville, KY) ",38.0892285,-85.6703313,21111011712,0.0
136,kroger,"We're hiring in #FlowerMound, TX! Click the link in our bio to apply to this job and more: Certified Pharmacy Technician at Kroger #Pharmaceutical",33.034826,-97.071126,48121021750,0.5461
137,kroger,"I'm at Kroger Gas in Richmond, VA ",37.46065809,-77.54805501,51041100209,0.0
138,kroger,"I'm at @Kroger in Antioch, TN ",36.04941601,-86.64700994,47037015629,0.0
139,kroger,Hey @kroger what is the rule on tipping? I want to give em a couple bucks but also don't wanna get anyone in trouble. @ Kroger ,37.08576929,-88.64644217,21145031400,-0.5267
140,kroger,"Fuel points! (@ Kroger Gas Station in Indianapolis, IN)  ",39.78138556,-86.0427549,18097360602,0.0
141,trader joe's,"Heathy choices (@ Trader Joe's in Wayne, PA) ",40.07326205,-75.43347194,42029300101,0.0
142,trader joe's,Took Benny to Trader Joes  today he was very popular! @ Trader Joe's- San Francisco ,37.78568,-122.4057,6075061500,0.5244
143,trader joe's,"That classy I just got off an international flight and took a shower but need to get groceries so going to Trader Joes in PJs look (@ Trader Joe's in Portland, OR)  ",45.53468233,-122.62075653,41051002702,0.2382
144,trader joe's,"friendliest store around  (@ Trader Joe's in Oak Park, IL) ",41.89012333,-87.80459259999998,17031812301,0.5574
145,trader joe's,"I'm at Trader Joe's in Shoreline, WA  ",47.75506798,-122.34383585,53033020700,0.0
146,trader joe's,"@LeSpecial_K x #UrbanTradeMark Appreciate The Love &amp; Support  @ Trader Joe's  -  Los Angeles , CA ",34.0998,-118.32667,6037190700,0.8625
147,trader joe's,"Here for the cornbread (@ Trader Joe's in Silver Spring, MD) ",39.03141791,-77.00390718,24031701505,0.0
148,trader joe's,"I'm at Trader Joe's in New York, NY ",40.77852729,-73.98198682,36061015900,0.0
149,trader joe's,"I'm at Trader Joe's in Brookline, MA ",42.34211575,-71.12089984,25021400200,0.0
150,trader joe's,Drinking a Ping Pong Cider - Dry Hopped with Modern Times Beer  by @Shacksbury @ Trader Joe's  ,33.9007,-118.381,6037620400,0.0
151,trader joe's,"I'm at Trader Joe's in Aliso Viejo, CA ",33.57751,-117.72451647,6059062637,0.0
152,trader joe's,"I'm at Trader Joe's in Portland, OR ",45.53468233,-122.62075653,41051002702,0.0
153,trader joe's,"Tasking away (@ Trader Joe's in Cambridge, MA) ",42.39005559,-71.1435182,25017354600,0.0
154,trader joe's,"I'm at Trader Joe's in Corona, CA ",33.81120279,-117.50618751,6065041910,0.0
155,trader joe's,Drinking a Trader Joe's Sour Strawberry by @BrouwerijDB @ ChiChi's Den Of Majestic Deuces  ,36.3053,-115.29,32003003317,0.0
156,trader joe's,"Theyre being sneaky; The regular bananas are towards the back while the (more expensive) organic ones are still in the front. (@ Trader Joe's in Oakland, CA)  ",37.84544488,-122.2524027,6001400200,-0.2263
157,trader joe's,"1 ounce of peanuts allowed on the #SiboDiet, But Ill be damned if Ill give them up! #Sibo #SiboSucks #Vegan#VeganShopping (@ Trader Joe's in New York, NY)  ",40.74173914,-73.99365297,36061008700,-0.8172
158,trader joe's,"I'm at Trader Joe's in Chula Vista, CA ",32.65222247,-116.97045707,6073013419,0.0
159,trader joe's,"I'm at Trader Joe's in New York, NY ",40.79062365,-73.96919113,36061017700,0.0
160,trader joe's,"I'm at Trader Joe's in New York, NY ",40.79062365,-73.96919113,36061017700,0.0
161,trader joe's,"Mondays are for fresh starts flowers.  Whats your Monday AM fix? Im taking a poll, go comment on my insta!  @ Trader Joe's ",26.14801319,-80.11929128,12011040702,0.3802
162,trader joe's,"I'm at Trader Joe's in San Diego, CA ",32.80076644,-117.24054114,6073007903,0.0
163,trader joe's,"A nice brew!  The best from Trader Joes thus far! - Drinking a Drive Thru Red by Trader Joe's (JosephsBrau) @ Massapequa, NY   ",40.6767,-73.4722,36059521301,0.8217
164,trader joe's,"Bought these from TJs yesterday &amp; woke up today with flowers! @ Trader Joe's-Buffalo,NY ",42.99771878,-78.82167701,36029009200,0.0
165,trader joe's,"Time to take down the St. Pats decorations. On to Easter!  This is an easy drink while doing chores around the house. - Drinking a Plznr by Trader Joe's (JosephsBrau) @ Massapequa, NY   ",40.6767,-73.4722,36059521301,0.4926
166,trader joe's,"I'm at Trader Joe's in Towson, MD ",39.41049,-76.61864,24005490301,0.0
167,trader joe's,"Groceries Round 1 (@ Trader Joe's in Wayne, PA) ",40.07326205,-75.43347194,42029300101,0.0
168,trader joe's,"I'm at Trader Joe's in Marlton, NJ ",39.88948562,-74.92407817,34005704006,0.0
169,whole foods,Join the Whole Foods Market team! See our latest job opening here:  #grocery #CustomerService,38.4038672,-122.8241218,6097153401,0.3595
170,whole foods,"Nervous to apply for a job like ""Catering Liaison"" at Whole Foods Market? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #grocery #Hospitality",37.9025235,-122.526074,6041126200,0.4215
171,whole foods,"I'm at Whole Foods Market in New York, NY ",40.71557916,-74.01136824,36061002100,0.0
172,whole foods,"Right bit of spice, pinch of bitterness, dash of pine - Drinking a Happy Wife, Hoppy Life by @WFMBrewing @ Whole Foods Market Brewing Co.   ",29.7503,-95.4613,48201431802,0.25
173,whole foods,Popsicles - Drinking a James And the Giant Peach by @WFMBrewing @ Whole Foods Market Brewing Co.   ,29.7503,-95.4613,48201431802,0.0
174,whole foods,"Want to work at Whole Foods Market? We're hiring in Los Gatos, CA! Click for details:  #grocery #Retail",37.236096,-121.9614978,6085506801,0.1511
175,whole foods,"Whole Foods Market is looking for teammates like you. See our latest Store Jobs job openings, including ""Dishwasher ( Prepared Foods Team Member ) - No Experience Required"", via the link in our bio. #grocery #SanRafael, CA",37.97131870000001,-122.51684679999998,6041110100,0.296
