,keyword,text,lat,long,census,comp,category,CensusTract,LILATracts_1And10
824,starbucks,"Starbucks is looking for teammates like you. See our latest #BusinessMgmt job openings, including ""assistant store manager - Chicago, IL (Loop/West, Gold Coast, North Side &amp; Surrounding)"", via the link in our bio. #Chicago, IL",41.849212200000004,-87.6713199,17031843200,0.3612,fast_food,17031843200,0
825,starbucks,"Starbucks is hiring in #Lexington, KY! Read about our latest #Retail job opening via the link in our bio: shift supervisor - Store# 24662, Lexington The Summit",37.9782345,-84.52799399999998,21067004103,0.0,fast_food,21067004103,0
826,starbucks,Reggie's first puppachino! @starbucks @ The Summit at Fritz Farm ,37.9776949,-84.52726364,21067004103,0.0,fast_food,21067004103,0
827,starbucks,"See our latest Waterford, CT job and click to apply: Starbucks - Shift Supervisor -  #Simon #Retail",41.3542395,-72.164816,09011693300,0.0,fast_food,09011693300,0
828,starbucks,"Nervous to apply for a job like ""Starbucks - Barista"" at Simon? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Simon #Retail",41.3542395,-72.164816,09011693300,0.4215,fast_food,09011693300,0
829,starbucks,"We're hiring in #Tampa, FL! Click the link in our bio to apply to this job and more: barista - Store# 08384, WESTSHORE PLAZA - SE ENTRANCE at Starbucks #Retail",27.9454835,-82.5268259,12057004700,0.0,fast_food,12057004700,0
830,panera bread,"This #Hospitality job might be a great fit for you. Click the link in our bio to see it and more. Hourly Crew Team Member at Panera Bread #Tampa, Florida",27.9450618,-82.5243465,12057004700,0.765,fast_food,12057004700,0
831,starbucks,"Looking to score a job at Starbucks? You're in luck. Click the link in our bio for the job description and information on how to apply: shift supervisor - Store# 13380, SOUTHFIELD &amp; WINDFLOWER #Retail #Southfield, MI",42.5108689,-83.2221935,26125160500,0.4588,fast_food,26125160500,1
832,boston market,"See our latest Southfield, MI #Hospitality job opportunity and click the link in our bio to apply: Server - Restaurant Team Member at Boston Market #FastCasual",42.5092339,-83.2219237,26125160500,0.4215,fast_food,26125160500,1
833,starbucks,"Starbucks is looking for teammates like you. See our latest #Retail job openings, including ""barista - Store# 28146, 50 E &amp; ARCADIA ST, EASTON, MD"", via the link in our bio. #Easton, MD",38.7756509,-76.0606828,24041960400,0.3612,fast_food,24041960400,1
834,starbucks,"Want to work at Starbucks? We're hiring in #Easton, MD! Click the link in our bio for details on this job and more: shift supervisor - Store# 28146, 50 E &amp; ARCADIA ST, EASTON, MD #Retail",38.775650899999995,-76.0606828,24041960400,0.1511,fast_food,24041960400,1
835,starbucks,"Starbucks is hiring in #Palmdale, CA! Read about our latest #Retail job opening via the link in our bio: barista - Store# 23531, RANCHO VISTA &amp; TOWN CENTER",34.6131284,-118.1996389,06037910210,0.0,fast_food,06037910210,0
836,starbucks,"Interested in a job in #Roseland, NJ? This could be a great fit. Click the link in our bio to apply: shift supervisor - Store# 09273, ROSELAND at Starbucks #Retail",40.8214761,-74.3279793,34013020902,0.8519,fast_food,34013020902,0
837,starbucks,"Don't be shy. Score a job like ""barista - Store# 09273, ROSELAND"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #Retail #Roseland, NJ",40.8214761,-74.3279793,34013020902,0.8095,fast_food,34013020902,0
838,starbucks,"Click the link in our bio to see currently open #Retail jobs like ""barista - Store# 09273, ROSELAND"" at Starbucks in #Roseland, NJ.",40.8214761,-74.3279793,34013020902,0.3612,fast_food,34013020902,0
839,starbucks,"This #Retail job might be a great fit for you. Click the link in our bio to see it and more. barista - Store# 11783, Pine Island &amp; Pondella at Starbucks #CapeCoral, FL",26.670076300000005,-81.9374805,12071010203,0.765,fast_food,12071010203,1
840,starbucks,"It's me  and KR for now and I love it. (@ Starbucks in Austintown, OH) ",41.12135901,-80.76782096,39099812500,0.6369,fast_food,39099812500,0
841,starbucks,"Want to work at Starbucks? We're hiring in #Rockville, MD! Click for details:  #Retail",39.0560435,-77.11810559999998,24031701218,0.1511,fast_food,24031701218,0
842,starbucks,"Want to land a job like ""shift manager - Store# 07658, CHELSFORD"" at Starbucks? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Retail #Chelmsford, MA",42.6237728,-71.3643818,25017317301,0.4215,fast_food,25017317301,0
843,starbucks,"This #Retail job might be a great fit for you. Click the link in our bio to see it and more. barista - Store# 07322, TYSONS GALLERIA at Starbucks #McLean, VA",38.9239527,-77.2252392,51059480202,0.765,fast_food,51059480202,0
844,starbucks,Like our business? Review us on Google+ and get a 5$ Starbucks Gift Card...,38.9223,-77.2272,51059480202,0.6597,fast_food,51059480202,0
845,panera bread,"If you're looking for work in Mc Lean, VA, check out this Restaurant Hourly Associates job via the link in our bio: Restaurant Associate - Cashier at Panera Bread #parttime #Cashier",38.9174935,-77.2210966,51059480202,0.0,fast_food,51059480202,0
846,starbucks,"Perks (@ Starbucks in New York, NY) ",40.73790176,-73.98835362,36061005200,0.0,fast_food,36061005200,0
847,starbucks,"I'm at Starbucks in New York, NY ",40.73628194,-73.99120667,36061005200,0.0,fast_food,36061005200,0
848,subway," @ MTA NYC Subway 14 St-Union Square Station ""L/N/Q/R/4/5/6"" ",40.73503937,-73.99044403,36061005200,0.0,fast_food,36061005200,0
849,subway,"#cookierat #nyc #ratsofinstagram #rodentsofinstagram #rats #rodents #cookiesofinstagram #cookies #unionsquare #newyork @ MTA NYC Subway 14 St-Union Square Station ""L/N/Q/R/4/5/6"" ",40.73503937,-73.99044403,36061005200,0.0,fast_food,36061005200,0
850,starbucks,"Interested in a job in #NewYork, NY? This could be a great fit. Click the link in our bio to apply: barista - Store# 14442, 19TH &amp; PARK at Starbucks #Retail",40.7380436,-73.9883437,36061005200,0.8519,fast_food,36061005200,0
851,starbucks,"I'm at Starbucks in New York, NY ",40.73628194,-73.99120667,36061005200,0.0,fast_food,36061005200,0
852,subway,"Im ready!
.
.
#killingeve @IamSandraOh killingeve #unionsquare #subwayad #massivegraphic @ MTA NYC Subway 14 St-Union Square Station ""L/N/Q/R/4/5/6"" ",40.73503937,-73.99044403,36061005200,0.4199,fast_food,36061005200,0
853,subway,"NYC totally surprises me, everyone is so friendly and helpful. From random strangers pointing you in the right direction without even asking them to the subway driver re-opening the doors of the train just for you. ",40.73501274,-73.99007877,36061005200,0.8546,fast_food,36061005200,0
854,subway,"Where is that mysterious train headed to? #nycsubway #countdownclock #unionsquare #wtf @ MTA NYC Subway 14 St-Union Square Station ""L/N/Q/R/4/5/6"" ",40.73503937,-73.99044403,36061005200,0.0,fast_food,36061005200,0
855,subway,"Travels with Pals
.
 #kids #rubberducky #smurf 
#subway #streetphotography #shotoniphone #subwayseries #mta #nycsubway #nycstreetphotography #documentaryphotography #streetphotography_bw ",40.73503937,-73.99044403,36061005200,0.0,fast_food,36061005200,0
856,subway," @ MTA NYC Subway 14 St-Union Square Station ""L/N/Q/R/4/5/6"" ",40.73503937,-73.99044403,36061005200,0.0,fast_food,36061005200,0
857,starbucks,"Starbucks is looking for teammates like you. See our latest #Retail job openings, including ""barista - Store# 13620, RYAN &amp; SALE"", via the link in our bio. #LakeCharles, LA",30.184479,-93.2182005,22019001100,0.3612,fast_food,22019001100,0
858,starbucks,"Pit stop!! (@ Starbucks in Trenton, NJ) ",40.21935876,-74.76601398,34021000900,-0.4184,fast_food,34021000900,0
859,starbucks,"Want to land a job like ""shift supervisor - Store# 50234, 102 S Warren St"" at Starbucks? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Retail #Trenton, NJ",40.2191519,-74.76584390000002,34021000900,0.4215,fast_food,34021000900,0
860,starbucks,"Interested in a job in #Alpharetta, GA? This could be a great fit. Click the link in our bio to apply: shift supervisor - Store# 08378, THE TERRACE AT WINDWARD at Starbucks #Retail",34.0932265,-84.24079300000002,13121011621,0.8519,fast_food,13121011621,0
861,subway,"I'm at @Subway in Alpharetta, GA ",34.09392857,-84.23854241,13121011621,0.0,fast_food,13121011621,0
862,subway,"I'm at @Subway in Alpharetta, GA ",34.09392857,-84.23854241,13121011621,0.0,fast_food,13121011621,0
863,starbucks,"I'm at Starbucks in Garland, TX ",32.95675231,-96.61614118,48113018123,0.4995,fast_food,48113018123,0
864,starbucks,@starbucks Love the new Cloud Macchiato!,47.54769897,-122.03938865,53033032208,0.6696,fast_food,53033032208,0
865,starbucks,Thai chicken wrap is delicious warmed up with a matcha green tea lemonade with vanilla #starbucks #baristalife @ Starbucks ,40.04583385,-74.22448709999998,34029722002,0.7003,fast_food,34029722002,1
866,starbucks,"Nervous to apply for a job like ""barista - Store# 07608, 48TH AND LEXINGTON"" at Starbucks? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Retail #NewYork, NY",40.7548069,-73.9731814,36061009200,0.4215,fast_food,36061009200,0
867,subway,"I'm at MTA Subway - 42nd St/Grand Central (4/5/6/7/S) - @nyctsubway in New York, NY ",40.75180998,-73.97669838,36061009200,0.0,fast_food,36061009200,0
868,subway,"I'm at MTA Subway - 42nd St/Grand Central (4/5/6/7/S) - @nyctsubway in New York, NY ",40.75180998,-73.97669838,36061009200,0.0,fast_food,36061009200,0
869,starbucks,"Starbucks is hiring in #NewYork, NY! Read about our latest #Retail job opening via the link in our bio: barista - Store# 07608, 48TH AND LEXINGTON",40.7548069,-73.9731814,36061009200,0.0,fast_food,36061009200,0
870,subway,"Here now. (@ MTA Subway - 42nd St/Grand Central (4/5/6/7/S) - @nyctsubway in New York, NY) ",40.75180998,-73.97669838,36061009200,0.0,fast_food,36061009200,0
871,starbucks,"Want to land a job like ""shift supervisor - Store# 09242, 450 LEXINGTON"" at Starbucks? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Retail #NewYork, NY",40.75326679999999,-73.9754425,36061009200,0.4215,fast_food,36061009200,0
872,starbucks,"Starbucks is hiring in #NewYork, NY! Click the link in our bio to apply: barista - Store# 07800, GRAND CENTRAL TERMINAL #Retail",40.752726200000005,-73.97722940000001,36061009200,0.6155,fast_food,36061009200,0
873,subway,"I'm at MTA Subway - 42nd St/Grand Central (4/5/6/7/S) - @nyctsubway in New York, NY ",40.75180998,-73.97669838,36061009200,0.0,fast_food,36061009200,0
874,subway,"Transfer. (@ MTA Subway - 42nd St/Grand Central (4/5/6/7/S) - @nyctsubway in New York, NY) ",40.75180998,-73.97669838,36061009200,0.0,fast_food,36061009200,0
875,starbucks,"Want to work at Starbucks? We're hiring in #RanchoCucamonga, CA! Click the link in our bio for details on this job and more: shift supervisor - Store# 13681, CARNELIAN &amp; 19TH, RANCHO CUCAM #Retail",34.1330442,-117.6166525,06071002014,0.1511,fast_food,06071002014,0
876,starbucks,"Don't be shy. Score a job like ""store manager - Buffalo Grove, IL"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #BusinessMgmt #BuffaloGrove, IL",42.1662831,-87.9631308,17097864519,0.8095,fast_food,17097864519,0
877,boston market,"Want to work at Boston Market? We're hiring in #BuffaloGrove, IL! Click for details:  #FastCasual",42.1560791,-87.96048,17097864519,0.1511,fast_food,17097864519,0
878,starbucks,"We're hiring in #BuffaloGrove, IL! Click the link in our bio to apply to this job and more: store manager - Buffalo Grove, IL at Starbucks #BusinessMgmt",42.1662831,-87.9631308,17097864519,0.0,fast_food,17097864519,0
879,starbucks,"Click the link in our bio to see currently open #Retail jobs like ""shift supervisor - Store# 09936, CEDAR VALLEY"" at Starbucks in #Williamsburg, VA.",37.3435048,-76.7404188,51199051000,0.3612,fast_food,51199051000,0
880,starbucks,"Don't submit then quit. Apply for jobs like ""barista - Store# 07367, SOUTHBURY"" at Starbucks, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio. #Retail #Southbury, CT",41.46222720000001,-73.2312585,09009348124,0.6249,fast_food,09009348124,0
881,starbucks,"We're hiring in #Southbury, CT! Click the link in our bio to apply to this job and more: shift supervisor - Store# 07367, SOUTHBURY at Starbucks #Retail",41.46222720000001,-73.2312585,09009348124,0.0,fast_food,09009348124,0
882,starbucks,"Starbucks is looking for teammates like you. See our latest #Retail job openings, including ""shift supervisor - Store# 03453, US HWY 11 &amp; I-459"", via the link in our bio. #Birmingham, AL",33.5972452,-86.6454264,01073011108,0.3612,fast_food,01073011108,0
883,starbucks,"I'm at Starbucks in New Lenox, IL ",41.51811661,-87.98719458,17197881111,0.0,fast_food,17197881111,0
884,starbucks,"I'm at Starbucks in New Lenox, IL ",41.51811661,-87.98719458,17197881111,0.0,fast_food,17197881111,0
885,starbucks,"Join the Starbucks team! See our latest #Retail job openings, including ""barista - Store# 02480, Hall Rd &amp; Hayes"", via the link in our bio. #ShelbyCharterTownship, MI",42.6270167,-82.9745708,26099230000,0.3595,fast_food,26099230000,0
886,starbucks,"See our latest #ShelbyCharterTownship, MI #Retail job opportunity and click the link in our bio to apply: barista - Store# 02480, Hall Rd &amp; Hayes at Starbucks",42.6270167,-82.9745708,26099230000,0.4215,fast_food,26099230000,0
887,starbucks,"I'm at Starbucks in Conshohocken, PA ",40.09367314,-75.28639655,42091203105,0.0,fast_food,42091203105,0
888,starbucks,"I'm at Starbucks in Conshohocken, PA ",40.09367314,-75.28639655,42091203105,0.0,fast_food,42091203105,0
889,starbucks,"I'm at Starbucks in Conshohocken, PA ",40.09367314,-75.28639655,42091203105,0.0,fast_food,42091203105,0
890,starbucks,"I'm at Starbucks in Conshohocken, PA ",40.09367314,-75.28639655,42091203105,0.0,fast_food,42091203105,0
891,starbucks,"I'm at Starbucks in Conshohocken, PA ",40.09367314,-75.28639655,42091203105,0.0,fast_food,42091203105,0
892,starbucks,"I'm at Starbucks in Conshohocken, PA ",40.09367314,-75.28639655,42091203105,0.0,fast_food,42091203105,0
893,starbucks,"I'm at Starbucks in Conshohocken, PA ",40.09367314,-75.28639655,42091203105,0.0,fast_food,42091203105,0
894,starbucks,"I'm at Starbucks in Des Moines, IA ",41.631173,-93.698188,19153000801,0.0,fast_food,19153000801,0
895,starbucks,"I'm at Starbucks in Des Moines, IA ",41.63112079,-93.69810821,19153000801,0.0,fast_food,19153000801,0
896,starbucks,"I'm at Starbucks in Des Moines, IA  ",41.631173,-93.698188,19153000801,0.0,fast_food,19153000801,0
897,starbucks,"I'm at Starbucks in Des Moines, IA ",41.63112079,-93.69810821,19153000801,0.0,fast_food,19153000801,0
898,starbucks,"I'm at Starbucks in Des Moines, IA ",41.631173,-93.698188,19153000801,0.0,fast_food,19153000801,0
899,starbucks,"This job is now open at Starbucks in #DesMoines, IA. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: barista - Store# 08950, MERLE HAY &amp; DOUGLAS #Retail",41.6311796,-93.698211,19153000801,0.3612,fast_food,19153000801,0
900,starbucks,"I'm at Starbucks in Des Moines, IA ",41.63112079,-93.69810821,19153000801,0.0,fast_food,19153000801,0
901,starbucks,"I'm at Starbucks in Des Moines, IA ",41.631173,-93.698188,19153000801,0.0,fast_food,19153000801,0
902,starbucks,"I'm at Starbucks in Des Moines, IA ",41.63112079,-93.69810821,19153000801,0.0,fast_food,19153000801,0
903,starbucks,"I'm at Starbucks in Des Moines, IA  ",41.631173,-93.698188,19153000801,0.0,fast_food,19153000801,0
904,starbucks,"I'm at Starbucks in Des Moines, IA ",41.63112079,-93.69810821,19153000801,0.0,fast_food,19153000801,0
905,starbucks,"I'm at Starbucks in Des Moines, IA ",41.631173,-93.698188,19153000801,0.0,fast_food,19153000801,0
906,starbucks,"I'm at Starbucks in Des Moines, IA ",41.63112079,-93.69810821,19153000801,0.0,fast_food,19153000801,0
907,starbucks,"I'm at Starbucks in Des Moines, IA ",41.631173,-93.698188,19153000801,0.0,fast_food,19153000801,0
908,starbucks,"I'm at Starbucks in Des Moines, IA ",41.63112079,-93.69810821,19153000801,0.0,fast_food,19153000801,0
909,starbucks,"I'm at Starbucks in Des Moines, IA ",41.631173,-93.698188,19153000801,0.0,fast_food,19153000801,0
910,starbucks,"Can you recommend anyone for this #Retail job in #Atlanta, GA? Click the link in our bio to see it and more. shift supervisor - Store# 17523, PONCE DE LEON AT GLEN IRIS - A at Starbucks",33.7750062,-84.36583780000002,13121001300,0.3612,fast_food,13121001300,0
911,starbucks,"3/31 Thanks for the birthday celebration today to those of you who were there...thanks, averyprogers, for all you did, and for all you do! #birthdaycelebration #starbucks (Photo by ",33.77901989,-84.36734476,13121001300,0.4926,fast_food,13121001300,0
912,starbucks,"Starbucks is looking for teammates like you. See our latest #Retail job openings, including ""shift supervisor - Store# 11615, BAYOU BLVD &amp; RAVE ACCESS DR-PE"", via the link in our bio. #Pensacola, FL",30.4741807,-87.2157678,12033001201,0.3612,fast_food,12033001201,0
913,panda express,"See our latest #Pensacola, FL job and click to apply: Panda Express Interview Day - 4/16 (2074) -  #Hospitality",30.481573600000004,-87.2142191,12033001201,0.0,fast_food,12033001201,0
914,panda express,"See our latest #Pensacola, FL #Hospitality job opportunity and click the link in our bio to apply: Restaurant Manager - Pensacola, FL - SE at Panda Express",30.485108399999998,-87.214445,12033001201,0.4215,fast_food,12033001201,0
915,starbucks,"This #Retail job might be a great fit for you. Click the link in our bio to see it and more. barista - Store# 07441, PARK SLOPE at Starbucks",40.6720219,-73.9775879,36047015700,0.765,fast_food,36047015700,0
916,starbucks,"Join the Starbucks team! See our latest job opening here:  #Retail #Bethesda, MD",39.0242605,-77.1238561,24031704401,0.3595,fast_food,24031704401,0
917,starbucks,"I'm at Starbucks in Bethesda, MD ",39.02428373,-77.12400275,24031704401,0.0,fast_food,24031704401,0
918,starbucks,"dumping #rewardpoints cos the new reward system is coming. (@ Starbucks in Santa Clara, CA) ",37.36749072,-121.9940985,06085505301,0.34,fast_food,06085505301,0
919,starbucks,"Interested in a job in #SetauketEastSetauket, NY? This could be a great fit. Click the link in our bio to apply: barista - Store# 07432, EAST SETAUKET at Starbucks #Retail",40.9371235,-73.1093551,36103158001,0.8519,fast_food,36103158001,0
920,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
921,starbucks,"Yep (@ Starbucks - The Circle of North Hills in Raleigh, NC) ",35.83698959,-78.64271432,37183052601,0.296,fast_food,37183052601,0
922,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
923,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
924,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
925,starbucks,"I'm at Starbucks in Raleigh, NC ",35.83613286,-78.64226103,37183052601,0.0,fast_food,37183052601,0
926,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
927,starbucks,"I'm at Starbucks in Raleigh, NC ",35.83994261,-78.64312582,37183052601,0.0,fast_food,37183052601,0
928,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
929,starbucks,"(@ Starbucks - The Circle of North Hills in Raleigh, NC) ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
930,starbucks,"Looking to score a job at Starbucks? You're in luck. Click the link in our bio for the job description and information on how to apply: barista - Store# 08459, LASSITER AND SIX FORKS RD. NHP #Retail #Raleigh, NC",35.8399979,-78.64366109999997,37183052601,0.4588,fast_food,37183052601,0
931,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
932,starbucks,"I'm at Starbucks in Raleigh, NC ",35.83613286,-78.64226103,37183052601,0.0,fast_food,37183052601,0
933,starbucks,"Yep (@ Starbucks - The Circle of North Hills in Raleigh, NC) ",35.83698959,-78.64271432,37183052601,0.296,fast_food,37183052601,0
934,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
935,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
936,starbucks,"I'm at Starbucks - The Circle of North Hills in Raleigh, NC ",35.83698959,-78.64271432,37183052601,0.0,fast_food,37183052601,0
937,starbucks,"This #Retail job might be a great fit for you. Click the link in our bio to see it and more. shift supervisor - Store# 05552, VENTURA &amp; NOBLE at Starbucks #LosAngeles, CA",34.15255689999999,-118.4607925,06037141302,0.8842,fast_food,06037141302,0
938,starbucks,I love the urban energy of this downtown location. #coffeeaficionado #coffeeart #myrideshareexperience #cle #photog #wbtmb @ Starbucks ,41.49912017,-81.69841021,39035107101,0.743,fast_food,39035107101,0
939,starbucks,Making moves today !! Cant wait to get my Starbucks &amp; get to work ! Have an amazing day everyone !! Live laugh love ! DO SOMETHING NICE TODAY pay it forward. Hold the ,41.38282341,-72.90146068,09009166001,0.9509,fast_food,09009166001,0
940,starbucks,"Click the link in our bio to see currently open #Retail jobs like ""shift supervisor - Store# 00577, HASTINGS RANCH"" at Starbucks in #Pasadena, CA.",34.1505395,-118.0731108,06037463000,0.3612,fast_food,06037463000,0
941,panda express,"This job is now open at Panda Express in #Pasadena, CA. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Restaurant Service and Kitchen Team (2362) #Hospitality",34.1511251,-118.06820790000002,06037463000,0.3612,fast_food,06037463000,0
942,starbucks,"I'm at Starbucks in Erie, PA ",42.05708777,-80.08907676,42049011202,0.0,fast_food,42049011202,0
943,starbucks,"I'm at Starbucks in Erie, PA ",42.05528904,-80.09475798,42049011202,0.0,fast_food,42049011202,0
944,starbucks,"I'm at Starbucks in Erie, PA ",42.05528904,-80.09475798,42049011202,0.0,fast_food,42049011202,0
945,starbucks,"I'm at Starbucks in Dunwoody, GA ",33.92175309,-84.33824344,13089021216,0.0,fast_food,13089021216,0
946,starbucks,"I'm at Starbucks in Dunwoody, GA ",33.92175309,-84.33824344,13089021216,0.0,fast_food,13089021216,0
947,starbucks,"I'm at Starbucks in Dunwoody, GA ",33.92175309,-84.33824344,13089021216,0.0,fast_food,13089021216,0
948,starbucks,"I'm at Starbucks in Northridge, CA ",34.27518715,-118.56355592,06037108201,0.0,fast_food,06037108201,0
949,starbucks,"Can you recommend anyone for this #Retail job in #LosAngeles, CA? Click the link in our bio to see it and more. barista - Store# 05861, RINALDI &amp; CORBIN at Starbucks",34.2750901,-118.56344399999999,06037108201,0.3612,fast_food,06037108201,0
950,starbucks,"See our latest #Conyers, GA #Retail job opportunity and click the link in our bio to apply: shift supervisor - Store# 02876, 1515 HWY 138 at Starbucks",33.6502032,-84.0101542,13247060304,0.4215,fast_food,13247060304,1
951,starbucks,"Saturday treat (@ Starbucks in Conyers, GA) ",33.65021143,-84.0101423,13247060304,0.4019,fast_food,13247060304,1
952,panera bread,"Want to work at Panera Bread? We're hiring in Conyers, GA! Click the link in our bio for details on this job and more: Delivery Associate #parttime #Hospitality",33.6471234,-84.0135375,13247060304,0.1511,fast_food,13247060304,1
953,starbucks,"I'm at Starbucks in Apopka, FL ",28.668875,-81.441675,12117021708,0.0,fast_food,12117021708,0
954,starbucks,"I'm at Starbucks in Apopka, FL ",28.668875,-81.441675,12117021708,0.0,fast_food,12117021708,0
955,starbucks,"I'm at Starbucks in Apopka, FL ",28.668875,-81.441675,12117021708,0.0,fast_food,12117021708,0
956,starbucks,"I'm at Starbucks in Apopka, FL ",28.668875,-81.441675,12117021708,0.0,fast_food,12117021708,0
957,starbucks,"I'm at Starbucks in Apopka, FL ",28.668875,-81.441675,12117021708,0.0,fast_food,12117021708,0
958,starbucks,"I'm at Starbucks in Apopka, FL ",28.668875,-81.441675,12117021708,0.0,fast_food,12117021708,0
959,starbucks,"I'm at Starbucks in Apopka, FL ",28.668875,-81.441675,12117021708,0.0,fast_food,12117021708,0
960,starbucks,"Good morning beautiful people remember if I can you can mkay?
.

#tuesdaymotivation #positivevibesonly  #mornings #youcandoit #instadaily #insta  #instapositive #starbucks ",33.7566,-84.3889,13121011900,0.7783,fast_food,13121011900,1
961,starbucks,"Good morning beautiful people! Remember to smile  mkay?
.

#friday #positivevibesonly  #mornings #smile #instadaily #insta  #instapositive #starbucks 
#beautifullyflawed  #naturalhair ",33.7566,-84.3889,13121011900,0.8622,fast_food,13121011900,1
962,starbucks,"Good morning beautiful people! A shift is coming so get ready mkay?
.

#thursdaymotivation #positivevibesonly  #mornings #mindset #instadaily #insta  #instapositive #starbucks ",33.7566,-84.3889,13121011900,0.8711,fast_food,13121011900,1
963,starbucks,"Good morning beautiful people make it a positive productive day mkay?
.

#wednesdaywisdom #positivevibesonly  #mornings #youcandoit #instadaily #insta  #instapositive #starbucks ",33.7566,-84.3889,13121011900,0.886,fast_food,13121011900,1
964,chipotle,"I'm soooooo excited! We don't have Moe's in Houston and I crave it often! Chipotle eat your heart out!  @ Atlanta, Georgia ",33.7566,-84.3889,13121011900,0.5067,fast_food,13121011900,1
965,starbucks,"Good morning beautiful people! Remember to smile  mkay?
.

#friday #positivevibesonly  #mornings #smile #instadaily #insta  #instapositive #starbucks 
#beautifullyflawed  #naturalhair ",33.7566,-84.3889,13121011900,0.8622,fast_food,13121011900,1
966,subway,"Your subway system is tiny, #Atlanta. (@ MARTA - Five Points Station in Atlanta, GA)  ",33.75391853,-84.39154972,13121011900,0.0,fast_food,13121011900,1
967,chipotle,"I'm soooooo excited! We don't have Moe's in Houston and I crave it often! Chipotle eat your heart out!  @ Atlanta, Georgia ",33.7566,-84.3889,13121011900,0.5067,fast_food,13121011900,1
968,starbucks,"Interested in a job in #Irvine, CA? This could be a great fit. Click the link in our bio to apply: shift supervisor - Store# 05951, MACARTHUR &amp; MAIN at Starbucks #Retail",33.6868396,-117.8551041,06059075515,0.8519,fast_food,06059075515,0
969,starbucks,"See our latest #Tustin, CA #Retail job opportunity and click the link in our bio to apply: shift supervisor - Store# 09256, RED HILL &amp; EDINGER at Starbucks",33.7216933,-117.8261476,06059075515,0.4215,fast_food,06059075515,0
970,starbucks,"This #Retail job might be a great fit for you. Click the link in our bio to see it and more. barista - Store# 09256, RED HILL &amp; EDINGER at Starbucks #Tustin, CA",33.7216933,-117.8261476,06059075515,0.765,fast_food,06059075515,0
971,starbucks,"Getting a free sandwich (@ Starbucks in Irvine, CA) ",33.69763,-117.83471999999999,06059075515,0.5106,fast_food,06059075515,0
972,starbucks,"I'm at Starbucks in Murfreesboro, TN ",35.846004,-86.42334,47149041800,0.0,fast_food,47149041800,1
973,starbucks,"I'm at Starbucks in Murfreesboro, TN ",35.846004,-86.42334,47149041800,0.0,fast_food,47149041800,1
974,starbucks,"I'm at Starbucks in Murfreesboro, TN ",35.846004,-86.42334,47149041800,0.0,fast_food,47149041800,1
975,starbucks,"I'm at Starbucks in Murfreesboro, TN ",35.846004,-86.42334,47149041800,0.0,fast_food,47149041800,1
976,starbucks,"I'm at Starbucks in Murfreesboro, TN ",35.846004,-86.42334,47149041800,0.0,fast_food,47149041800,1
977,starbucks,"I'm at Starbucks in Fort Lauderdale, FL ",26.10086,-80.1274,12011042301,0.0,fast_food,12011042301,0
978,boston market,"Boston Market is hiring in Fort Lauderdale, FL! Read about our latest #Hospitality job opening via the link in our bio: Cashier - Restaurant Team Member #FastCasual",26.1027965,-80.1365546,12011042301,0.0,fast_food,12011042301,0
979,starbucks,"Join the Starbucks team! See our latest #Retail job openings, including ""barista - Store# 20139, HASLEY CANYON &amp; COMMERCE CENTE"", via the link in our bio. #Castaic, CA",34.450913,-118.624684,06037920118,0.3595,fast_food,06037920118,0
